4307.0,12601.0,474.0,936.0
5110.0,12067.0,478.0,663.0
4796.0,12362.0,498.0,662.0
1340.0,14888.0,553.0,1537.0
1450.0,14914.0,490.0,1464.0
4932.0,12204.0,455.0,727.0
4970.0,12073.0,466.0,809.0
4827.0,12163.0,449.0,879.0
4818.0,12207.0,375.0,918.0
4725.0,12309.0,408.0,876.0
5086.0,11981.0,410.0,841.0
1387.0,14844.0,544.0,1543.0
4847.0,12148.0,420.0,903.0
4795.0,12261.0,419.0,843.0
1602.0,14681.0,499.0,1536.0
5126.0,11985.0,398.0,809.0
4988.0,12073.0,401.0,856.0
4712.0,12248.0,426.0,932.0
4748.0,12322.0,425.0,823.0
4768.0,12292.0,438.0,820.0
4971.0,12083.0,391.0,873.0
1380.0,14874.0,508.0,1556.0
5017.0,12023.0,453.0,825.0
4560.0,12463.0,420.0,875.0
4767.0,12269.0,407.0,875.0
4898.0,12129.0,439.0,852.0
5328.0,11762.0,502.0,726.0
4774.0,12233.0,433.0,878.0
4835.0,12190.0,440.0,853.0
4889.0,12273.0,436.0,720.0
3682.0,13096.0,524.0,1016.0
1337.0,14890.0,613.0,1478.0
1353.0,14904.0,601.0,1460.0
1305.0,14867.0,539.0,1607.0
5063.0,12014.0,412.0,829.0
1246.0,14860.0,553.0,1659.0
4816.0,12227.0,396.0,879.0
2986.0,13627.0,504.0,1201.0
5230.0,11804.0,418.0,866.0
1430.0,14839.0,596.0,1453.0
4829.0,12241.0,381.0,867.0
4887.0,12198.0,414.0,819.0
1357.0,14816.0,554.0,1591.0
4973.0,12023.0,418.0,904.0
4827.0,12210.0,405.0,876.0
4511.0,12547.0,487.0,773.0
3043.0,13546.0,525.0,1204.0
1344.0,14859.0,586.0,1529.0
5191.0,11858.0,426.0,843.0
4912.0,12062.0,462.0,882.0
944.0,15212.0,545.0,1617.0
3695.0,13078.0,439.0,1106.0
4931.0,12176.0,370.0,841.0
4848.0,12212.0,424.0,834.0
4833.0,12204.0,423.0,858.0
4966.0,12174.0,427.0,751.0
5170.0,11963.0,377.0,808.0
4702.0,12223.0,435.0,958.0
4733.0,12339.0,449.0,797.0
4744.0,12259.0,449.0,866.0
4996.0,12075.0,412.0,835.0
4618.0,12488.0,472.0,740.0
4464.0,12461.0,440.0,953.0
5198.0,11974.0,431.0,715.0
5079.0,11967.0,410.0,862.0
5080.0,11964.0,413.0,861.0
4790.0,12173.0,395.0,960.0
4862.0,12174.0,439.0,843.0
4786.0,12243.0,456.0,833.0
4776.0,12250.0,423.0,869.0
4830.0,12190.0,504.0,794.0
4963.0,12083.0,420.0,852.0
5387.0,11727.0,403.0,801.0
5372.0,11853.0,396.0,697.0
4787.0,12244.0,417.0,870.0
5113.0,11980.0,361.0,864.0
4584.0,12402.0,506.0,826.0
4836.0,12205.0,448.0,829.0
4891.0,12111.0,418.0,898.0
4986.0,12146.0,472.0,714.0
1278.0,14942.0,509.0,1589.0
1492.0,14723.0,549.0,1554.0
4675.0,12365.0,481.0,797.0
4892.0,12127.0,458.0,841.0
1119.0,15074.0,512.0,1613.0
4979.0,11999.0,466.0,874.0
4882.0,12171.0,425.0,840.0
4599.0,12392.0,410.0,917.0
1449.0,14779.0,515.0,1575.0
4491.0,12491.0,425.0,911.0
1236.0,14899.0,560.0,1623.0
1203.0,15015.0,503.0,1597.0
1315.0,14829.0,550.0,1624.0
4525.0,12486.0,451.0,856.0
3749.0,12990.0,532.0,1047.0
5096.0,11962.0,409.0,851.0
4819.0,12268.0,440.0,791.0
3365.0,13274.0,569.0,1110.0
3054.0,13631.0,525.0,1108.0
4854.0,12205.0,465.0,794.0
